id,perturbation_spread,flip_rate,text_length,n_valid,mean_cosine,mean_jaccard_dist
A01361,0.019310411293350475,0.0,559,5,0.9672644376754761,0.6798012484865639
A01362,0.03397934946785103,0.0,489,5,0.9710696697235107,0.6239559125085441
A01363,0.0486046361440225,0.0,2093,5,0.8769028544425964,0.5609758552427787
A01364,0.008869819643955562,0.0,689,5,0.851362407207489,0.7144269206824857
A01365,0.35966472625571905,1.0,388,5,0.8905613780021667,0.7522407012352292
A01366,0.022711179279249625,0.0,455,5,0.9306491494178772,0.7425053118063308
A01367,0.3914880611121916,0.2,598,5,0.9033302187919616,0.8238832528725404
A01368,0.37932193440693474,0.2,1623,5,0.8855604529380798,0.668216260396399
A01369,0.0005643284315177965,0.0,314,5,0.9157382845878601,0.7031482389029559
A01370,0.4631877866237571,0.8,512,5,0.8906313657760621,0.7358557015039026
A01371,0.2738200761801926,0.2,695,5,0.9293055534362793,0.7858233562265976
A01372,0.024246234554241287,0.0,412,5,0.9083162903785705,0.7095898449312104
A01373,0.5009554599169946,0.4,711,5,0.966857647895813,0.5463223238647882
A01374,0.070316814125808,0.0,1145,5,0.9519538879394531,0.6837899335277794
A01375,0.3970914952463443,0.2,808,5,0.9452037692070008,0.6179036603980156
A01376,0.0021492430915375157,0.0,2255,5,0.949811601638794,0.6028024764294244
A01377,0.01765941399636677,0.0,874,5,0.9151683330535889,0.753605175897744
A01378,0.0089706547443209,0.0,989,5,0.9386858820915223,0.7098685906780148
A01379,0.07992544802840111,0.0,354,5,0.940420126914978,0.5243349012099012
A01380,0.5271823262067654,0.6,959,5,0.9386367917060852,0.6392850821661312
A01381,0.020127757972813798,0.0,1136,5,0.8734918713569642,0.6701734989238758
A01382,0.4913105988329396,0.6,1001,5,0.9540079593658447,0.6801123974890395
A01383,0.02003705178773677,0.0,684,5,0.9401898384094238,0.7174420153080093
A01384,0.4779353628786338,0.8,743,5,0.9272560358047486,0.6682809087473057
A01385,0.03726219629622966,0.0,906,5,0.882995069026947,0.741421331772404
A01386,0.19259853283595255,0.0,537,5,0.8295180797576904,0.6965947344713788
A01387,0.0017609969079138736,0.0,607,2,0.8193333446979523,0.7486290853257294
A01388,nan,nan,552,0,nan,nan
A01389,nan,nan,343,0,nan,nan
A01390,0.008121619439211095,0.0,372,5,0.8177307367324829,0.7630617489626945
A01391,0.0019533936395220255,0.0,1802,5,0.8281410574913025,0.7384006970588644
A01392,nan,nan,1633,0,nan,nan
A01393,0.23399300937697823,0.0,631,3,0.849238932132721,0.7609633057001478
A01394,0.05784501303222881,0.0,266,1,0.8130211234092712,0.6730769230769231
A01395,nan,nan,254,0,nan,nan
A01396,0.019124592349711908,0.0,1146,5,0.9572909235954284,0.3944407180231072
A01397,0.06087350683270836,0.0,971,3,0.9833072821299235,0.3120116525282553
A01398,0.0033832756405647365,0.0,511,5,0.8989302515983582,0.5148278884074202
A01399,0.0037698944896066653,0.0,880,5,0.9157588481903076,0.3977976406761018
A01400,0.000418197403110454,0.0,595,2,0.8629971146583557,0.44259359739555076
A01401,0.009270033951333205,0.0,680,5,0.9245630264282226,0.4128487596377505
A01402,0.03338046919700035,0.0,790,3,0.9494771560033163,0.31980590139066656
A01403,0.0194619958016619,0.0,1025,5,0.9547258973121643,0.37530274896663635
A01404,0.0246279705086996,0.0,685,5,0.9733577966690063,0.44026849618438496
A01405,0.012417743830533411,0.0,866,5,0.9752278923988342,0.3643170569851909
A01406,0.006561292715450788,0.0,624,5,0.9774193406105042,0.40574337982615727
A01407,nan,nan,648,0,nan,nan
A01408,0.0032154806603343442,0.0,185,5,0.9853929996490478,0.6987141858839973
A01409,0.10127999647221486,0.0,384,2,0.8195645809173584,0.775140056022409
A01410,0.03108450560431089,0.0,511,5,0.8638692498207092,0.7574907142170619
A01411,7.462844507328444e-05,0.0,222,1,0.8235152363777161,0.8070175438596492
A01412,0.3840395216299877,1.0,289,4,0.840302050113678,0.7158610894763366
A01413,0.2666761337111578,0.2,456,5,0.914576256275177,0.6386873620092504
A01414,0.03023180528300133,0.0,1081,5,0.9188140273094177,0.6966797061586432
A01415,0.008629405952636806,0.0,213,5,0.9126021146774292,0.8049430786998846
A01416,0.004962745516228821,0.0,1225,5,0.9686669707298279,0.6988188678830817
A01417,0.36639530976101614,1.0,391,5,0.8610488653182984,0.7446895904936681
A01418,0.31452861933576665,0.8,911,5,0.9161412835121154,0.7343144327770484
A01419,0.026767868290088388,0.0,572,5,0.9398330807685852,0.7975080927676634
A01420,0.007672721073418963,0.0,496,5,0.9592396736145019,0.7684897694134387
A01421,0.3648132560558563,0.8,975,5,0.9503600835800171,0.654659440257799
A01422,0.0342329519699283,0.0,347,5,0.9584088802337647,0.7722638294425355
A01423,0.3378634055517351,0.25,491,4,0.8412012308835983,0.8270802052276782
A01424,0.00619275548335325,0.0,1155,5,0.9144321918487549,0.7049290652500301
A01425,0.1533413412459014,0.0,857,5,0.951960289478302,0.7300246394179858
A01426,0.27226414332303445,0.2,501,5,0.9097556352615357,0.6631519243617143
A01427,0.005116417274943405,0.0,675,5,0.8577689290046692,0.8099386399971069
A01428,0.0011260509040850548,0.0,493,5,0.8827491998672485,0.7271728132853557
A01429,0.016767990279588606,0.0,647,5,0.9089019060134887,0.6542243579863556
A01430,0.0022556807817596964,0.0,1874,5,0.9684301614761353,0.4595067713895292
A01431,0.39587872014073866,0.8,1668,5,0.952107560634613,0.6610529766851274
A01432,0.004273983063062686,0.0,1411,5,0.981721043586731,0.4336663692072372
A01433,0.3692109128501091,0.2,1110,5,0.9083261847496032,0.723705580203257
A01434,0.011027241749832065,0.0,1655,5,0.9519719958305359,0.5925753201864608
A01435,0.32367712997823944,1.0,1579,5,0.9573385119438171,0.7012832733080285
A01436,0.06283624612913062,0.0,1805,5,0.9748924016952515,0.42086396516850827
A01437,0.33416566637783024,0.2,1179,5,0.973954713344574,0.40768253086133877
A01438,0.002343846651908918,0.0,920,5,0.9797816395759582,0.42448958716977864
A01439,0.006855492784803195,0.0,1276,5,0.9855662226676941,0.5529459069063531
A01440,0.00035120192563266344,0.0,786,5,0.9868760228157043,0.6024627619242697
A01441,0.11759318564790977,0.0,872,5,0.9544484376907348,0.7224043551035997
A01442,0.3894481446219487,0.6,853,5,0.9347105741500854,0.8088529367307741
A01443,0.002354651272002802,0.0,812,5,0.9802016615867615,0.6502025995862072
A01444,0.009018420958988378,0.0,946,5,0.9697104215621948,0.7196012484298165
A01445,0.06944675519227123,0.0,1112,5,0.9460337638854981,0.7483403652742939
A01446,0.33745851922954373,0.2,612,5,0.9728268265724183,0.704605845430956
A01447,0.1122472162305664,0.0,717,5,0.9488353490829468,0.727290004613228
A01448,0.02461566124241184,0.0,729,5,0.9630600810050964,0.5947160515732272
A01449,0.001796343450256384,0.0,667,5,0.9694936633110046,0.6888590675506563
A01450,0.045459536717815434,0.0,1093,5,0.9435832142829895,0.7240992773525999
A01451,0.38600192698193764,1.0,1412,5,0.953144633769989,0.7236119605844376
A01452,0.3888701446869539,0.6,1430,5,0.9577223896980286,0.6823178838705155
A01453,0.002526692716426409,0.0,2105,5,0.870107364654541,0.8095556533069932
A01454,0.023176253460760143,0.0,1553,5,0.969200587272644,0.7191421923311093
A01455,0.039137796684589686,0.0,834,5,0.9558056950569153,0.7746349707852198
A01456,0.024437535523290685,0.0,1418,5,0.9758495926856995,0.6896967442403412
A01457,0.012418668019908426,0.0,1502,5,0.9539044380187989,0.6476890342836545
A01458,0.33417386760203094,1.0,1667,5,0.9345727801322937,0.7810411456125268
A01459,0.3864475649607237,0.2,1662,5,0.9554301500320435,0.7744639064639065
A01460,0.41988513283215384,0.6,1294,5,0.8977452993392945,0.8104086376879909
A01461,0.3859430324934536,0.4,1571,5,0.9567871332168579,0.7605941721548412
A01462,0.3792001433393461,1.0,2205,5,0.8591304302215577,0.6439918668078258
A01463,0.17120284326768703,0.0,2040,3,0.8492509524027506,0.8208640786816847
A01464,0.3685541509670697,1.0,2222,5,0.9385006785392761,0.5913485400362729
A01465,0.40633661021931916,0.8,2241,5,0.901558792591095,0.7165520821941834
A01466,0.5341290144437421,0.6,2558,5,0.9646150350570679,0.6388240085122722
A01467,0.0041801416995328015,0.0,2282,5,0.9662605881690979,0.5763104661226791
A01468,0.45390955047895476,0.6,2282,5,0.9598999142646789,0.7006283788915747
A01469,0.032531022897767915,0.0,2252,5,0.9342834949493408,0.6229856686481394
A01470,0.32569437633833354,0.4,2294,5,0.9531208157539368,0.6441567406964537
A01471,0.34674590980712555,0.6,2520,5,0.9341710925102233,0.7465463727633053
A01472,0.41067154294460406,0.6,2363,5,0.9473636269569397,0.6493920695768641
A01473,0.010513590877583108,0.0,1612,2,0.8244406878948212,0.7137154802841865
A01474,0.037839374434931655,0.0,1505,5,0.8562466859817505,0.6856705248317224
A01475,0.004368786629374899,0.0,1508,5,0.9157223701477051,0.6382775275585654
A01476,0.3359041437238985,1.0,1282,5,0.8673887372016906,0.7649810061070182
A01477,0.012711381093351366,0.0,1706,5,0.8875829219818115,0.7454532898898052
A01478,0.00842929561601811,0.0,1390,4,0.8966397643089294,0.691041802394085
A01479,0.188517955182735,1.0,1178,5,0.8936072587966919,0.6640872588814952
A01480,0.19929652550727214,0.6,1165,5,0.8739441275596619,0.7312812057027946
A01481,0.10178414369203774,0.0,1383,5,0.9333729267120361,0.5912182326126014
A01482,0.0003996492172381994,0.0,1799,3,0.8386280139287313,0.6692632177188643
A01483,0.2764987132295012,1.0,1447,4,0.8544937819242477,0.5279806905580101
A01484,0.33653963191270225,1.0,1631,5,0.9845638871192932,0.439693475935215
A01485,nan,nan,2058,0,nan,nan
A01486,0.039272249711513635,0.0,1665,5,0.9732879281044007,0.3584579419479466
A01487,0.03482226428325775,0.0,1772,4,0.9826968163251877,0.33342336676057094
A01488,0.0004529316945344162,0.0,1411,5,0.9583568215370178,0.44230996231744263
A01489,0.0038085015669820535,0.0,1549,5,0.9616719484329224,0.33031934578147115
A01490,0.00017195422885397932,0.0,1307,5,0.9657918095588685,0.4479587767921519
A01491,0.012810104793603967,0.0,1712,2,0.9592854678630829,0.3573505323505323
A01492,0.3283668612505176,1.0,1963,3,0.9847614566485087,0.33108164877081553
A01493,0.08494178016211816,0.0,1871,5,0.9530029296875,0.3966862633223032
A01494,0.06689200472613177,0.0,1995,5,0.9557071328163147,0.4215917738435898
A01495,0.08614015995785483,0.0,1085,5,0.9366157650947571,0.6933166852319477
A01496,0.015982898881701672,0.0,1171,5,0.9189622402191162,0.6788371761115286
A01497,0.008426872812755195,0.0,1486,5,0.921440315246582,0.5662480357640132
A01498,0.06469461151886131,0.0,1123,5,0.9147005081176758,0.7870499762044284
A01499,0.009049747539011768,0.0,1762,5,0.9239062309265137,0.6834137346283689
A01500,0.5166556327427625,0.6,913,5,0.880563497543335,0.7229454244372421
A01501,0.08301717770392197,0.0,1114,5,0.9260820150375366,0.6479667156961225
A01502,0.001965594748075206,0.0,1792,5,0.89577796459198,0.7376098873633656
A01503,0.06457325425748867,0.0,1425,5,0.9009716391563416,0.761591561606827
A01504,0.1129081515646045,0.0,1558,5,0.9420616745948791,0.66631380411451
A01505,0.00029160416446803126,0.0,1384,5,0.8821666598320007,0.7339613274223222
A01506,0.006751796190919898,0.0,1429,5,0.9534812927246094,0.7722564847376231
A01507,0.10829249751898459,0.0,1991,5,0.9357402205467225,0.7668373858817803
A01508,0.010324469409631339,0.0,2023,5,0.9754835486412048,0.6908454971710745
A01509,0.1047443430491691,0.0,2087,5,0.9671457052230835,0.7029732938777323
A01510,0.018825977272202858,0.0,1785,5,0.95390465259552,0.748617078307577
A01511,0.3534090899392954,1.0,2036,5,0.9160882830619812,0.8151704663115649
A01512,0.017482552583528172,0.0,2138,5,0.9475404381752014,0.751503840555001
A01513,0.4953024055747824,0.6,1945,5,0.9498024582862854,0.7851290230309795
A01514,0.255009200216358,1.0,1917,5,0.9481247544288636,0.702475264876937
A01515,0.37193204411115083,0.4,1457,5,0.967194926738739,0.672622307747791
A01516,0.3684996015565655,0.6,1988,5,0.9339680194854736,0.6489222313571212
A01517,0.38988291828107885,0.8,2479,5,0.9646660447120666,0.4511142335655999
A01518,0.45627826616398476,0.8,2458,5,0.9620795965194702,0.7178931264994722
A01519,0.010252688505605559,0.0,2510,5,0.9499474406242371,0.5165617821435654
A01520,0.35337447834891045,0.4,2172,5,0.9684165477752685,0.5883291608548953
A01521,0.4741545414981067,0.6,2300,5,0.9516131162643433,0.6314001612008735
A01522,0.38183073714708937,1.0,2926,5,0.9594437599182128,0.6656033798500951
A01523,0.005422788090926329,0.0,2492,5,0.949235463142395,0.5979799447560341
A01524,0.05784844815762187,0.0,2270,5,0.935269045829773,0.6128403751348915
A01525,0.010818604104137134,0.0,2680,5,0.9415917038917542,0.6660163562728739
A01526,0.37341029401080605,0.2,2570,5,0.9461078524589539,0.6658196713736441
A01527,0.0028075985393201308,0.0,2406,5,0.9547345519065857,0.6926662296652271
A01528,0.3930032554503698,1.0,1833,5,0.9521831393241882,0.6779290816158596
A01529,0.021094852813406426,0.0,2429,5,0.9448796033859252,0.5723051389313383
A01530,0.07029588986783475,0.0,1400,5,0.9388204216957092,0.6572223066152084
A01531,0.13672738558769265,0.0,2154,5,0.9186559557914734,0.7355070483419789
A01532,0.3946822999157924,1.0,1613,5,0.9433924913406372,0.6582664054010905
A01533,0.3967878054963186,1.0,1919,5,0.930539584159851,0.7206816445109296
A01534,0.3894438330671187,1.0,1665,5,0.9663633823394775,0.6380072060563424
A01535,0.006494045916945712,0.0,1520,5,0.961770522594452,0.6045370362187784
A01536,0.0006062365638012462,0.0,2269,5,0.9711905002593995,0.6405039052316902
A01537,0.30043852294527085,1.0,2149,5,0.9744430899620056,0.5937248584897945
A01538,0.37728270682935344,1.0,964,5,0.9677265644073486,0.6324744033055983
A01539,0.5597209719919705,1.0,1982,2,0.8630113899707794,0.6981792717086834
A01540,0.3906334973327318,0.2,1905,5,0.9373336791992187,0.7306529621232399
A01541,0.039839443539124615,0.0,1894,5,0.9436772465705872,0.680334855686566
A01542,0.0653825002114375,0.0,1781,5,0.9435873031616211,0.769338284733572
A01543,0.5376940623514151,0.6,2194,5,0.9428176522254944,0.7458511660418704
A01544,0.23701352489971372,1.0,1943,5,0.8829233169555664,0.7897017468127816
A01545,0.07365585903388251,0.0,1527,5,0.9159329056739807,0.6393613473611989
A01546,0.3735241426934653,1.0,1325,5,0.9223072767257691,0.7759795786141648
A01547,0.3878069750893383,0.4,1521,5,0.855533242225647,0.6986793985801234
A01548,0.4910928085154615,0.6,1117,5,0.9228567361831665,0.7837734473130171
A01549,0.12312229687685074,0.0,2038,5,0.9135700225830078,0.7375107827761791
A01550,0.0011779127764209043,0.0,2348,5,0.9384572982788086,0.6637241713979065
A01551,0.34898944215620925,1.0,1837,5,0.9106260776519776,0.7449042598483303
A01552,0.0034264055049560197,0.0,1494,5,0.9560863375663757,0.7026034495709064
A01553,0.004176426701668017,0.0,1778,5,0.9619656682014466,0.7533815710783831
A01554,0.026825454637352926,0.0,2166,5,0.9480442762374878,0.7297260255641023
A01555,0.4034260763585554,0.2,1922,5,0.950997281074524,0.7056779985205843
A01556,0.2079577566531284,0.2,1793,5,0.9512309432029724,0.7013512512763305
A01557,0.41349907534159747,0.4,2062,5,0.8665307402610779,0.7270372777556492
A01558,0.09635902269594947,0.0,1688,5,0.9772986650466919,0.6252050405003817
A01559,0.33060462023061976,0.8,2051,5,0.9546781301498413,0.7031652530334417
A01560,0.27858611447793635,0.2,2161,5,0.9431010007858276,0.5910668906654308
A01561,0.37268150722674487,1.0,1048,5,0.8540681600570679,0.8516276263617037
A01562,0.003087173981161846,0.0,1056,5,0.8925776720046997,0.6513231139988985
A01563,0.0384017251125246,0.0,1092,4,0.8680531978607178,0.7533437425918177
A01564,0.004497533488113981,0.0,953,5,0.9332220315933227,0.5815126047210383
A01565,nan,nan,299,0,nan,nan
A01566,0.3332067699067717,1.0,894,5,0.8305857062339783,0.7698289677352012
A01567,0.3164380278035527,0.8,683,5,0.8753098964691162,0.8190857644999842
A01568,0.3127692485316058,1.0,772,5,0.854884934425354,0.7732258298662822
A01569,0.03945982284598052,0.0,1029,5,0.8360358357429505,0.6888868562900797
A01570,0.008087720290041999,0.0,983,5,0.8441325902938843,0.7906977310645381
A01571,0.002833852773309518,0.0,708,5,0.874822199344635,0.7726302855288216
A01572,0.2965092756297026,0.2,1505,5,0.9748279571533203,0.5105118879176811
A01573,0.2999261016208347,0.25,1371,4,0.8690847754478455,0.39022690500102014
A01574,0.001862161959982093,0.0,1660,5,0.9836779475212097,0.42117391072673316
A01575,0.04262228187150215,0.0,1401,5,0.9731183052062988,0.409858675647107
A01576,0.006434821676943173,0.0,1448,5,0.9721105217933654,0.4023909817952225
A01577,0.001360233356229609,0.0,1290,5,0.9803190350532531,0.521318138295551
A01578,0.0007312764279236426,0.0,1074,5,0.9527348399162292,0.561961314076458
A01579,0.5862247727697247,1.0,1395,1,0.9834820032119751,0.3184357541899442
A01580,0.0024183972515828276,0.0,1206,5,0.9807285904884339,0.4696480997945779
A01581,0.004667043826094378,0.0,1411,5,0.9610134840011597,0.353133547998814
A01582,0.004647847652715396,0.0,1336,5,0.980213463306427,0.4013604738272346
A01583,0.38519294243320407,1.0,1758,5,0.9160346388816833,0.6939490494267126
A01584,0.013152273143035966,0.0,876,5,0.8703548550605774,0.7582357669956072
A01585,0.4657495787064068,0.6,1202,5,0.9126471877098083,0.70273582411518
A01586,0.0730723120719282,0.0,1241,5,0.919516098499298,0.7353783661137779
A01587,0.38202870566395913,1.0,1708,5,0.8600937485694885,0.7732213004875439
A01588,0.010388645421681544,0.0,1192,4,0.8687443286180496,0.7487330180614111
A01589,0.13488218956756176,0.0,1099,4,0.8323171138763428,0.7519420789862117
A01590,0.3767178854355732,1.0,1029,5,0.9604114651679992,0.7507388681442613
A01591,0.0057028412782028715,0.0,1405,2,0.8232297301292419,0.6180793824079851
A01592,0.208247346490257,0.0,1856,5,0.8717325687408447,0.7698973219345546
A01593,0.35404122172385816,1.0,1992,5,0.9399358749389648,0.6719610063741422
A01594,0.33846645885772403,0.2,1966,5,0.952172863483429,0.7407105117629597
A01595,0.36614911034785685,0.8,1821,5,0.9415869951248169,0.7296431546962393
A01596,0.01419794758517886,0.0,1877,5,0.948840594291687,0.7015028201176646
A01597,0.08048862269573047,0.0,1710,5,0.9190791726112366,0.7357599695430345
A01598,0.3563505363594107,0.8,1805,5,0.9328986763954162,0.7434112288633188
A01599,0.022719149669135182,0.0,1934,5,0.9321616411209106,0.7088428695757916
A01600,0.00856390244262558,0.0,1717,1,0.9168918132781982,0.7557755775577557
A01601,0.3650995694659326,1.0,1405,5,0.8969324827194214,0.7778580567554043
A01602,0.40757490203383245,0.6,1560,5,0.9455044746398926,0.6986842799965782
A01603,0.42465780223663335,0.6,1813,5,0.9276338219642639,0.7195174763486687
A01604,0.4859251893252112,0.4,1923,5,0.9649474382400512,0.6938431378822838
A01605,0.0577353758178895,0.0,1799,5,0.9737306594848633,0.5116482477348305
A01606,0.3715282093900195,0.4,2060,5,0.9410308003425598,0.5997290135338524
A01607,0.027856182647551804,0.0,1279,2,0.945472776889801,0.35028248587570626
A01608,0.3964497779997563,0.4,2184,5,0.9391226053237915,0.6457395997304118
A01609,0.007936993533955473,0.0,1908,5,0.9462926030158997,0.6725967019667118
A01610,0.3820858620644014,1.0,2215,5,0.8605708360671998,0.6197284736745429
A01611,0.04211503115725275,0.0,1664,5,0.9555177569389344,0.6060675817392516
A01612,0.011632063524837557,0.0,1989,5,0.983754563331604,0.5659239823975604
A01613,0.3281162843399594,1.0,2042,5,0.9318605542182923,0.6467178210104857
A01614,0.430894314638802,0.8,2296,5,0.9174731254577637,0.7628610997568371
A01615,0.38732304934269496,1.0,2032,5,0.9430541515350341,0.7176885187135451
A01616,0.013568090808954816,0.0,2043,5,0.9626037955284119,0.5910785242876229
A01617,0.003499189703134849,0.0,1151,5,0.9273032307624817,0.7440030569860518
A01618,0.07562245374174557,0.0,1071,5,0.9816084504127502,0.5730613154113949
A01619,0.043510013080785274,0.0,2036,5,0.9400277495384216,0.6134872540401874
A01620,0.06339251596206402,0.0,1119,5,0.9613212704658508,0.6115012361939736
A01621,0.004900774518057873,0.0,1516,3,0.9464486837387085,0.3682051282051282
A01622,0.008946103117926008,0.0,2108,5,0.964306378364563,0.5659084522049083
A01623,0.021662341285124967,0.0,2090,5,0.93622887134552,0.6145224453949634
A01624,0.07850759582715916,0.0,486,5,0.9455057382583618,0.6145101734117618
A01625,0.11427769887830867,0.0,646,5,0.9632369041442871,0.6912824116665643
A01626,0.020408985303870475,0.0,721,5,0.9747568488121032,0.5422666303416006
A01627,0.0233053415186445,0.0,1037,5,0.9372699379920959,0.7183880397412862
A01628,0.4131681808126944,0.8,1402,5,0.8315755486488342,0.7331804569253564
A01629,0.3797934505554034,0.2,1993,5,0.8587859392166137,0.7651202358102238
A01630,0.41981571651632144,0.4,1763,5,0.8564924955368042,0.7754357899697264
A01631,0.3911026187473586,0.4,2287,5,0.8953978538513183,0.6992808413561937
A01632,0.4331526711992248,0.5,1588,4,0.8450579792261124,0.6589534006945964
A01633,2.9309237952543222e-05,0.0,1796,5,0.8810104727745056,0.6826890505783171
A01634,0.4131154265282515,0.4,718,5,0.9440207839012146,0.6849478998061145
A01635,0.05719609182576064,0.0,843,5,0.8669381976127625,0.7656028220096458
A01636,0.3306526321651213,0.2,610,5,0.8384653687477112,0.739104410844368
A01637,0.38959092016384683,1.0,2273,5,0.8981756091117858,0.7095724414300598
A01638,0.39223250418533095,0.2,1116,5,0.9560554027557373,0.5328102108455974
A01639,0.012650188262136096,0.0,1493,5,0.9090739727020264,0.7305507083012133
A01640,0.22107456931675157,0.2,1962,5,0.9131024718284607,0.659832336394208
A01641,0.2844398217966293,0.2,1895,5,0.9190673232078552,0.7225599694644572
A01642,0.256005066701344,0.4,861,5,0.9569128513336181,0.6697789046653144
A01643,0.47312931879557024,0.6,823,5,0.8691004395484925,0.7480109169423323
A01644,0.05793912133626341,0.0,2016,5,0.9440103650093079,0.6531603912054009
A01645,0.38930114933084603,0.8,977,5,0.943453049659729,0.649599232657565
A01646,6.305858859028729e-05,0.0,1257,5,0.8884873628616333,0.639705197670045
A01647,0.34060531832590146,1.0,1430,5,0.9393901944160461,0.7117663410229307
A01648,0.3944536869947831,0.2,1687,5,0.9159916043281555,0.6302783158414981
A01649,0.0004121913927680426,0.0,485,3,0.8154169321060181,0.756639566395664
A01650,0.0004286998826122475,0.0,340,5,0.8509302735328674,0.6853650481227076
A01651,0.3306431262995391,0.8,524,5,0.8302424788475037,0.7984458405190112
A01652,0.36405878396289043,0.4,1449,5,0.9457281231880188,0.6575020352968773
A01653,0.012320092943335463,0.0,509,5,0.8779388308525086,0.6852364172019578
A01654,0.29080181215801637,0.2,933,5,0.8479966998100281,0.7516219006211373
A01655,0.071451414628885,0.0,2253,4,0.8405839800834656,0.6983485082282034
A01656,0.0052438202389580085,0.0,1652,1,0.8115134239196777,0.7887323943661972
A01657,0.00490418824010066,0.0,715,2,0.8201244175434113,0.700733752620545
A01658,1.5762369656356946e-05,0.0,470,2,0.8553180396556854,0.6203164434090468
A01659,nan,nan,1866,0,nan,nan
A01660,nan,nan,1283,0,nan,nan
A01661,0.2068839787678463,1.0,934,5,0.9757624983787536,0.3520708594914169
A01662,0.38827300735252657,1.0,1588,5,0.978908097743988,0.47404911016265094
A01663,0.35294745012249384,0.6,1649,5,0.9411690950393676,0.4304635140865652
A01664,0.33962380089927474,0.8,799,5,0.8095020532608033,0.6019368867514497
A01665,0.011154505109682224,0.0,730,5,0.9505370020866394,0.4576081542454517
A01666,0.19376878248793167,0.0,1002,5,0.9381890416145324,0.44960862392258055
A01667,0.013980015805242477,0.0,2250,5,0.8892101168632507,0.617214643946417
A01668,0.4475082939991774,1.0,1188,3,0.9732121626536051,0.32992475121683495
A01669,0.38330026711364973,1.0,1563,5,0.8672132849693298,0.6650954067518072
A01670,nan,nan,1412,0,nan,nan
A01671,0.517023283677055,1.0,1120,2,0.8194513022899628,0.7253846153846154
A01672,0.001412986550046292,0.0,2033,3,0.8379271825154623,0.7187088055622538
A01673,0.09152292721488654,0.0,830,5,0.9205607414245606,0.6343049969269715
A01674,0.06286900503697546,0.0,1967,5,0.9052252650260926,0.6788506990210172
A01675,nan,nan,2286,0,nan,nan
A01676,0.34971586757039796,0.2,2008,5,0.9081671476364136,0.6543269485548898
A01677,0.018203924940153576,0.0,2113,5,0.8753188729286194,0.6880819707167778
A01678,nan,nan,1541,0,nan,nan
A01679,0.007934903309702214,0.0,1512,3,0.8461335698763529,0.7700826529967021
A01680,0.10301680011319013,0.0,1846,5,0.9330951571464539,0.5966980914300504
A01681,0.0062597109385230335,0.0,2128,1,0.801712155342102,0.7192513368983957
A01682,0.005022766151835132,0.0,1856,5,0.9526948571205139,0.6652587166049344
A01683,0.005166474053328268,0.0,1907,5,0.8305644750595093,0.7773264618113476
A01684,0.4131168853677948,0.4,1631,5,0.8529546618461609,0.750484195361054
A01685,0.0047920545288401405,0.0,1736,1,0.9384998083114624,0.6382978723404256
A01686,0.08040685591606313,0.0,2192,5,0.8942071914672851,0.6673370916250642
A01687,0.005475922234003962,0.0,887,1,0.8346376419067383,0.7905759162303665
A01688,0.44456185149387245,0.5,1977,2,0.8817825615406036,0.7358297642474052
A01689,0.5253438632472271,0.5,2471,2,0.8264630436897278,0.8411861861861862
A01690,0.021846123759647517,0.0,2477,4,0.8513268530368805,0.7771258029669184
A01691,nan,nan,1967,0,nan,nan
A01692,0.03928181472557687,0.0,1685,5,0.9464835166931153,0.6713663846598659
A01693,0.000535168083771786,0.0,1405,3,0.8055108785629272,0.5266666666666667
A01694,0.43956580532503053,0.4,1971,5,0.9094980359077454,0.6056313380305302
A01695,0.005214520667155902,0.0,1730,5,0.9508228302001953,0.4410511173003589
A01696,0.009784935530457919,0.0,2007,5,0.9407536864280701,0.4691163075782737
A01697,nan,nan,1371,0,nan,nan
A01698,0.3744583218976286,0.6,2038,5,0.9433609008789062,0.6995450556812096
A01699,0.10227392426871905,0.0,2078,5,0.9313543200492859,0.6134741887284313
A01700,0.00020407803947101717,0.0,2078,4,0.9027979820966721,0.6998585152981021
A01701,nan,nan,791,0,nan,nan
A01702,0.008707507668209106,0.0,1668,5,0.9099217772483825,0.6086073500967117
A01703,0.11078223839433704,0.0,1712,5,0.952558696269989,0.5832068961201433
A01704,0.39339012395160805,1.0,858,5,0.9486531019210815,0.6846505508351728
A01705,0.004064967655640671,0.0,1010,5,0.9448963522911071,0.7042693399307203
A01706,0.3984106050545836,1.0,1445,5,0.9628183722496033,0.7583144509795179
A01707,0.028283609201069607,0.0,960,5,0.9607663989067078,0.7187431221382266
A01708,0.3858236957444397,0.6,895,5,0.9837586045265198,0.5935102843315184
A01709,0.30780822884573017,1.0,987,5,0.9595681428909302,0.6485647665038771
A01710,0.015238847096983234,0.0,1066,5,0.955303966999054,0.6769019072109719
A01711,0.009608643451843774,0.0,816,5,0.9494077444076539,0.7283953427062486
A01712,0.30099630823004,0.2,951,5,0.9582175970077514,0.6427801315070021
A01713,0.10990862420727066,0.0,861,5,0.9298298478126525,0.6569078425314139
A01714,0.39210532612988813,1.0,926,5,0.9801447272300721,0.6778593474838365
A01715,0.002012267315304825,0.0,1322,2,0.9399687647819519,0.7677170868347338
A01716,5.073963850447737e-05,0.0,1079,5,0.9657305121421814,0.7233093735845835
A01717,0.4047180231881131,1.0,1762,5,0.9031976580619812,0.8268934563869722
A01718,0.4025525682976546,0.8,1232,5,0.8706689000129699,0.8169368734613143
A01719,0.44559993424602745,0.6,1627,5,0.8591975331306457,0.7619703055745853
